Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount
2481,09-10-2017,OneStepUp,Technology,New Delhi,Orient BlackSwan,Seed Funding,336000
2483,10-10-2017,Parallel Dots,Technology,Gurgaon,"Multipoint Capital,",Private Equity,1400000
2484,10-10-2017,Easy Diner,Consumer Internet,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,4500000
2485,11-10-2017,Meesho,ECommerce,Bangalore,"SAIF Partners, YCombinator, Venture Highway",Private Equity,3100000
2486,11-10-2017,StanPlus,Logistics,Hyderabad,KStart Capital,Private Equity,1100000
2487,12-10-2017,UCLID,Technology,Hyderabad,Undisclosed investors,Seed Funding,235000
2488,13-10-2017,Policy Bazaar,Consumer Internet,Gurgaon,"Wellington Management, DG Ventures India, True North",Private Equity,77000000
2489,13-10-2017,Gapoon,Consumer Internet,Bangalore,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,250000
2490,13-10-2017,Chaayos,eCommerce,Gurgaon,Tiger Global Management,Private Equity,2000000
2491,16-10-2017,KrazyBee,Consumer Internet,Bangalore,"Xiaomi Technologies, Shunwei Capital",Private Equity,8000000
2492,16-10-2017,Renew Buy,Consumer Internet,New Delhi,Amicus Capital,Private Equity,9200000
2493,17-10-2017,Fingerlix,Consumer Internet,Bangalore,"Accel Partners, Zephyr Peacock",Private Equity,7000000
2494,18-10-2017,Bank Bazaar,Consumer Internet,Chennai,Experian,Private Equity,7000000
2496,18-10-2017,BlackBuck,Logistics,Bangalore,Innoven Capital,Private Equity,7700000
2497,18-10-2017,LenDen Club,Consumer Internet,Mumbai,Undisclosed Investor,Seed Funding,500000
2498,23-10-2017,Toppr,Consumer Internet,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,7000000
2499,23-10-2017,RAW Pressery,Food & Beverage,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,6000000
2500,23-10-2017,Cashe,Consumer Internet,Mumbai,IFMR Capital,Debt Funding,3100000
2501,23-10-2017,Park Easy,Consumer Internet,Kolkata,Rockstart Accelerator,Seed Funding,118000
2503,24-10-2017,FYRE,Food & Beverage,Mumbai,Venture Catalysts,Seed Funding,500000
2504,24-10-2017,ZipLoan,Consumer Internet,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,3000000
2505,24-10-2017,Skillenza,Consumer Internet,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,722000
2508,25-10-2017,SpotDraft,Consumer Internet,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,550000
2509,26-10-2017,Big Basket,eCommerce,Bangalore,Helion Ventures Partners,Private Equity,5000000
2510,27-10-2017,OfBusiness,Technology,Gurgaon,Kotak Mahindra Bank,Debt Funding,3800000
2512,28-10-2017,CashFree,Technology,New Delhi,Y Combinator,Seed Funding,120000
2513,28-10-2017,Ola Cabs,Consumer Internet,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,7700000
2514,30-10-2017,GoldFarm,Food & Beverage,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,2000000
2515,31-10-2017,NetMeds,ECommerce,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,14000000
2516,31-10-2017,MSE,Finance,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,32000000
2517,02-11-2017,Prest Loans,Finance,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,570000
2520,03-11-2017,Vagupu,Technology,Bangalore,Undisclosed Investors,Seed Funding,1000000
2522,03-11-2017,Kalpnik Technologies,Technology,Bangalore,Venture Catalysts,Seed Funding,500000
2523,04-11-2017,Hevo Data,Technology,Bangalore,IDG Ventures India,Private Equity,1000000
2527,07-11-2017,DocTalk,Technology,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,5000000
2528,07-11-2017,CoveIoT,Technology,Bangalore,"Titan Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm",Private Equity,5000000
2529,08-11-2017,TalentEdge,Technology,Bangalore,Lumis Partners,Private Equity,7600000
2530,08-11-2017,Fisdom,Finance,Bangalore,Quona Capital Management,Private Equity,3000000
2531,08-11-2017,FarmLink,eCommerce,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,3000000
2532,08-11-2017,OpenApp,Technology,Bangalore,"Axilor Ventures, Kumar Vembu",Private Equity,3600000
2533,09-11-2017,NoPaperForms,Technology,Delhi,Info Edge,Seed Funding,872000
2536,10-11-2017,Qubole,Technology,Bangalore,"Singtel, Innov8, Harmony Partners",Private Equity,25000000
2538,13-11-2017,Universal Sportsbiz Pvt. Ltd,ECommerce,Mumbai,Accel Partners,PrivateEquity,15000000
2540,14-11-2017,Active AI,Technology,Bangalore,Vertex Ventures,Private Equity,8250000
2541,15-11-2017,Sumeru,Technology,Bangalore,Undisclosed Investors,Seed Funding,900000
2543,15-11-2017,Omnia Information,Technology,Delhi,Omidyar Network,Private Equity,3000000
2546,17-11-2017,Kanhaiya,Inspiration,Hyderabad,Undisclosed Investors,Seed/Angel Funding,200000
2548,20-11-2017,ONN Bikes,Technology,Mumbai,Z Nation Lab,Seed/Angel Funding,692000
2549,21-11-2017,Rapido,Technology,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed/Angel Funding,329230
2550,21-11-2017,Heckyl,Technology,Mumbai,"Notion Capital, IDG Ventures",Private Equity,2700000
2551,21-11-2017,Nuvepro,Technology,Mumbai,1Crowd,Seed/Angel Funding,400000
2552,21-11-2017,RedBook,Technology,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed/Angel Funding,250000
2553,21-11-2017,Portea,Healthcare,Bangalore,"Sabre Partners, MEMG CDC",Private Equity,26000000
2555,21-11-2017,Epiq Capital,Finance,Mumbai,Global Institutional Investors,Private Equity,200000000
2558,24-11-2017,IDG Ventures,Finance,Bangalore,Uniliver Ventures,Private Equity,10000000
2559,24-11-2017,TempGo,Technology,Goa,Javelin StartupO Victory Fund,Seed/Angel Funding,250000
2560,27-11-2017,Edelweiss,Finance,Mumbai,Undisclosed investors,Private Equity,270000000
2561,27-11-2017,ERA,Technology,Mumbai,Amit Patni,Seed/Angel Funding,39000
2562,27-11-2017,Smaaash,Technology,Mumbai,Sixth Sense Ventures,Private Equity,3800000
2563,28-11-2017,Chumbak,Lifestyle,Bangalore,Gaja Capital,Private Equity,13000000
2564,28-11-2017,FR8,Technology,Chennai,IFMR Capital,Debt Funding,1500000
2565,28-11-2017,MobieFit,Healthcare,Goa,"NB Ventures, MediAssist",Seed/Angel Funding,1350000
2566,28-11-2017,Stanza Living,Technology,Delhi,"Matrix PArtners, Accel",Private Equity,2000000
2568,05-12-2017,Dunzo,Technology,Bangalore,Google,Private Equity,12300000
2569,05-12-2017,Tata Housing,Real Estate,Mumbai,Hines,Private Equity,23000000
2570,05-12-2017,HandyTrain,Technology,Goa,NB Ventures,Private Equity,1000000
2571,05-12-2017,Mobycy,Technology,Gurgaon,Undisclosed Investors,Seed/Angel Funding,500000
2572,06-12-2017,Greenlight Planet,Technology,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,60000000
2573,06-12-2017,Fintobox,Technology,Chennai,Lightbox,Private Equity,7000000
2574,07-12-2017,Mswipe,Technology,Mumbai,Eduardo Saverin,Private Equity,10000000
2575,07-12-2017,The Label Life,E-Commerce,Mumbai,Kalpvriksh,Private Equity,3100000
2576,07-12-2017,Cygnus Hospitals,Healthcare,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,750000
2577,07-12-2017,eShakti,Ecommerce,Chennai,IDG Ventures,Debt Funding,2300000
2578,08-12-2017,Inshorts,Technology,Noida,Tiger Global,Private Equity,5000000
2579,11-12-2017,Vahdam Tea,E-Commerce,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,1500000
2580,11-12-2017,Logic Roots,Technology,Mumbai,Village Capital,Seed/Angel Funding,50000
2581,11-12-2017,Project Mudra,Technology,Bengaluru,Village Capital,Seed/Angel Funding,50000
2582,11-12-2017,Furlenco,Technology,Bengaluru,Aamir Khan,Debt Funding,1200000
2583,12-12-2017,I Can Stay,Technology,Delhi,HT Media,Private Equity,1800000
2585,12-12-2017,Simility,Technology,Hyderabad,Accel Partners,Private Equity,17500000
2586,12-12-2017,Shopholix,E-Commerce,Gurgaon,Munesh Khanna,Seed/Angel Funding,233000
2587,13-12-2017,MindTickle,Technology,Pune,Canaan Partners,Private Equity,27000000
2588,13-12-2017,Nazara Technologies,Technology,Mumbai,Rakesh Jhunjhunwala,Private Equity,27000000
2589,13-12-2017,DocsApp,Technology,Bengaluru,Bessemer Venture Partners,Private Equity,7200000
2591,14-12-2017,Tea Box,E-Commerce,Bengaluru,RB Investments,Private Equity,7000000
2592,14-12-2017,Transversal Technologies,Technology,Bengaluru,Matrix Partners,Private Equity,6000000
2593,14-12-2017,Curofy,Technology,Gurgaon,RoundGlass Partners LLC,Seed/Angel Funding,250000
2594,14-12-2017,HomeLane,E-Commerce,Bengaluru,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,10000000
2596,15-12-2017,Purplle,E-Commerce,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed/Angel Funding,537000
2597,15-12-2017,Cash Suvidha,E-Commerce,Delhi,,Debt Funding,2700000
2599,19-12-2017,Springboard,Technology,Bengaluru,"Costanoa, Learn Capital, Jyoti Bansal",Private Equity,9500000
2601,19-12-2017,9Stacks,Technology,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,1500000
2602,20-12-2017,Your Quote,Technology,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,1000000
2603,20-12-2017,Spandana Sphoorty,Finance,Hyderabad,"""Kedaraa Capital, Ontario Teachers\\'""",Private Equity,19500000
2604,21-12-2017,Indus OS,Technology,Mumbai,Omidyar Network,Private Equity,4000000
2605,21-12-2017,EasyEcom,E-Commerce,Bengaluru,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed/Angel Funding,150000
2607,26-12-2017,Specsmakers,E-Commerce,Chennai,Eight Roads Ventures India,Private Equity,10000000
2609,27-12-2017,Foyr.com,Technology,Hyderabad,Jones Lang LaSalle,Private Equity,3800000
2611,04-01-2018,EarlySalary,Finance,Pune,Eight Roads Ventures India,Private,15700000
2614,09-01-2018,Lendingkart,Finance,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000
2615,09-01-2018,Kinsane Entertainment Inc,Entertainment,Mumbai,,Seed/Angel Funding,2500000
2616,10-01-2018,Tapzo,Technology,Bengaluru,RuNet & Other,Private Equity,1930000
2617,10-01-2018,Appario Retail Pvt Ltd.,E-commerce,Delhi,Amazon-Patni JV,Private Equity,18840000
2618,10-01-2018,Samunnati,Finance,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,23500000
2619,10-01-2018,Sahajanand Medical Technologies,Technology,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000
2620,12-01-2018,Kuants,Technology,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,80000
2621,12-01-2018,Razorpay,Technology,Bengaluru,"Tiger Global, Y Combinator",Private Equity,20000000
2622,15-01-2018,Streak,Technology,Bengaluru,"Indian fintech fund, Rainmatter",Angel / Seed Funding,354600
2623,15-01-2018,pi Ventures,Finance,Bengaluru,"Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund",Private Equity,25000000
2624,15-01-2018,Newgen Software,Technology,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,20000000
2625,17-01-2018,Rubix,Technology,Pune,Polaris Fund,Private Equity,1000000
2626,18-01-2018,ShareChat,Technology,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,18200000
2627,22-01-2018,Paperflite,Technology,Chennai,The Chennai Angels,Angel / Seed Funding,400000
2628,22-01-2018,HungerBox,Consumer Internet,Bangalore,Lionrock Capital,Private Equity,2500000
2630,22-01-2018,OptaCredit,Finance,Chennai,DMI Finance,Private Equity,4000000
2631,22-01-2018,AEON Learning,Technology,Bengaluru,Dr. Ranjan Pai,Private Equity,3200000
2632,23-01-2018,Milkbasket,E-commerce,Gurugram,Unilever Ventures,Private Equity,3000000
2633,24-01-2018,NeoGrowth Credit,Finance,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,47000000
2634,24-01-2018,Rao IIT Academy,Education,Mumbai,Avendus Finance,Structured Debt,8600000
2635,24-01-2018,Aye Finance,Finance,Gurugram,IFMR Capital,Term Loan,6240000
2637,25-01-2018,GreyAtom,Technology,Mumbai,Pravega Ventures,Private Equity,1000000
2638,26-01-2018,Axio,Healthcare,Bengaluru,RNT Capital,Private Equity,7400000
2639,29-01-2018,eKincare,Healthcare,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,1500000
2640,29-01-2018,The Wedding Brigade,Consumer internet,Mumbai,Blume Ventures,Private Equity,1000000
2641,30-01-2018,PeeSafe,Healthcare,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,1000000
2642,30-01-2018,BrowserStack,Technology,Mumbai,Accel Partners,Private Equity,50000000
2643,30-01-2018,Scapic,Technology,Bengaluru,"Axilor Ventures, Newfort Capital",Angel / Seed Funding,500000
2644,30-01-2018,MoneyOnMobile,Technology,Mumbai,Undisclosed Investors,Private Equity,7600000
2645,30-01-2018,CureFit,Healthcare,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,10000000
2646,31-01-2018,iNurture,Technology,Bengaluru,Ventureast,Private Equity,4400000
2647,01-02-2018,BigBasket,Consumer Internet,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,300000000
2648,01-02-2018,Zomato,Food and Beverages,Gurugram,Ant Financials,Private Equity,200000000
2649,05-02-2018,Pratilipi,Publishing,Bengaluru,Omidyar Network,Private Equity,4300000
2650,05-02-2018,Asia Institute Of Medical Science,Healthcare,Faridabad,CDC Group Plc,Private Equity,21000000
2651,05-02-2018,CollegeDekho,Consumer Internet,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,2000000
2653,06-02-2018,Healthi,Healthcare,Bengaluru,Montane Ventures,Private Equity,3100000
2654,07-02-2018,Swiggy,Food and Beverages,Bengaluru,Naspers,Private Equity,100000000
2655,08-02-2018,Shape,Healthcare,Pune,Sandeep Mathur,Seed / Angle Funding,100000000
2656,08-02-2018,Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,50000000
2657,09-02-2018,healthifyme,Healthcare,Bengaluru,Sistema Asia Fund,Private Equity,12000000
2659,09-02-2018,Rupeek,Consumer Internet,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,6830000
2661,12-02-2018,Lendingkart,Finance,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87000000
2663,12-02-2018,Cashify,E-Commerce,Gurugram,Trifecta Capital,Debt Funding,935089
2664,13-02-2018,holachef,Food and Beverages,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,311200
2666,13-02-2018,IMAX Program,Ed-Tech,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,13500000
2667,14-02-2018,OyoRooms,Hospitality,Gurgaon,DiDi Chuxing,Equity,100000000
2668,14-02-2018,Littlemore,Ed-Tech,Chennai,Kalpavriksh,Private Equity,3000000
2669,14-02-2018,Toppr,Ed-Tech,Mumbai,Axis Capital Partners,Private Equity,100000
2670,14-02-2018,Shirsa Labs,Ed-Tech,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,500000
2671,14-02-2018,MoneyOnMobile,Technology,Mumbai,S7 Group,Private Equity,5000000
2672,15-02-2018,PetSutra,Consumer Internet,Gurugram,Michael Patrick Hickey,Seed / Angel Funding,148434
2673,15-02-2018,Infibeam,E-Commerce,Ahemadabad,Network 18,Private Equity,6230000
2674,16-02-2018,happay,Finance,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,250000
2675,16-02-2018,Fincash,Finance,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,150000
2676,19-02-2018,AyeFinance,Finance,Gurugram,"Hinduja Leyland Finance, IntelleGrow",Private Equity,3800000
2677,20-02-2018,Agricxlab,Agriculture,Mumbai,Ankur Capital,Seed / Angel Funding,500000
2678,21-02-2018,Udaan,E-Commerce,Bengaluru,Lightspeed & Yuri Milner,Private Equity,50000000
2679,21-02-2018,Capillary,IT,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,20000000
2680,21-02-2018,The Healthy Billions,Healthcare,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,2100000
2682,26-02-2018,Avishkaar Box,Ed-Tech,Delhi,Auxano Deals,Private Equity,772500
2683,26-02-2018,Planys Technologies,Technology,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,1040000
2685,27-02-2018,Trilyo,Technology,Mumbai,"Startup Buddy,Amit Manocha and others",Seed / Angel Funding,250000
2686,28-02-2018,Gaana,Technology,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,115000000
2687,28-02-2018,Credy,IT,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel Funding,1400000
2690,01-03-2018,Buddy4studdy,Consumer Internet,Noida,CBA Capital and others,Private Equity,3000000
2691,01-03-2018,Urban Ladder,E-Commerce,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,12000000
2692,03-03-2018,Kuvera,Consumer Internet,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,250000
2693,04-03-2018,Gramophone,Technology,Indore,InfoEdge,Seed/Angel Funding,1000000
2694,04-03-2018,Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed / Angel Funding,1100000
2695,05-03-2018,Wellthy,Healthcare,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,2100000
2696,05-03-2018,MedGenome,Healthcare,Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,10000000
2697,05-03-2018,Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,6000000
2698,05-03-2018,Hotelogix,Technology,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,5000000
2699,06-03-2018,Ad2pro,Technology,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9700000
2700,06-03-2018,Coverfox,Consumer Internet,Mumbai,Aegon NV,Private Equity,7600000
2701,08-03-2018,Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,38400000
2702,08-03-2018,Magicpin,Consumer Internet,Gurugram,Trifecta Capital,Debt Funding,1000000
2703,12-03-2018,HealthCare,Consumer Internet,Mumbai,HR Fund,Seed / Angel Funding,1000000
2704,13-03-2018,PineLabs,Technology,Mumbai,"Actis, Altimeter Capital",Private Equity,82000000
2706,14-03-2018,AvailFinance,Consumer Internet,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,17200000
2707,15-03-2018,Grofers,Consumer Internet,Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,62000000
2708,19-03-2018,Fingerlix,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,1310000
2709,19-03-2018,Karma Healthcare,Healthcare,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,500000
2710,19-03-2018,Zappfresh,Food & Beverages,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed / Angel Funding,3000000
2711,19-03-2018,CustomerSucessBox,Technology,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,1000000
2714,22-03-2018,Chargebee,Technology,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,18000000
2715,22-03-2018,i2i Funding,Consumer Internet,Noida,SucSEED Venture Partners,Seed / Angel Funding,768000
2716,22-03-2018,Slang Labs,Technology,Bengaluru,Endiya Partners,Seed / Angel Funding,1240000
2718,26-03-2018,Cash Suvidha,Consumer Internet,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed / Angel Funding,1000000
